timestamp,X1,X2,Y1,Y2,D1,D2,Z1,Z2,id
2024-07-25 16:56:27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2024-07-25 16:56:33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2
2024-07-25 16:56:40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3
2024-07-25 16:57:09,-178.50,-186.75,-174.56,-184.88,-13.50,-12.94,-22.69,-30.00,4
2024-07-25 16:57:14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5
2024-07-25 16:57:19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6
2024-07-25 16:57:26,-13.69,-14.06,-15.56,138.94,-13.31,-14.63,-15.00,-10.13,7
2024-07-25 16:57:31,-17.06,-13.69,-13.88,139.31,-12.19,-16.50,-13.69,-10.88,8
2024-07-25 16:57:38,-15.19,-14.25,-15.19,139.31,-13.69,-15.94,-15.75,-10.31,9
2024-07-25 16:57:47,-17.44,-15.00,-15.19,144.38,-12.75,-13.69,-14.81,-9.94,10
2024-07-25 16:57:52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11
2024-07-25 16:57:58,-14.81,-14.81,-17.06,130.50,-15.00,-16.31,-13.69,-10.88,12
2024-07-25 16:58:04,-16.13,-14.63,-14.81,128.25,-15.00,-17.44,-16.13,-10.50,13
2024-07-25 16:58:09,-13.69,-16.88,-14.63,123.75,-13.50,-13.13,-15.56,-10.50,14
2024-07-25 16:58:15,-15.19,-14.44,-16.88,130.88,-12.56,-13.88,-13.88,-10.69,15
2024-07-25 16:58:27,-15.00,-12.94,-13.88,119.63,-13.88,-13.31,-14.06,-10.13,16
2024-07-25 16:58:32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17
2024-07-25 16:58:37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18
2024-07-25 16:58:44,-13.88,-14.44,-17.25,110.63,-11.63,-13.69,-11.63,-10.13,19
2024-07-25 16:58:50,-15.19,-13.69,-15.94,130.69,-12.00,-14.06,-12.94,-10.31,20
2024-07-25 16:58:56,-16.50,-12.38,-15.94,91.69,-15.38,-12.19,-15.56,-10.13,21
2024-07-25 16:59:05,-16.31,-15.19,-14.63,128.06,-15.00,-12.56,-14.44,-10.13,22
2024-07-25 16:59:13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23
2024-07-25 16:59:27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24
2024-07-25 16:59:34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25
2024-07-25 16:59:40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26
2024-07-25 16:59:46,-15.00,-13.69,-15.56,124.13,-11.44,-14.81,-12.00,-10.50,27
2024-07-25 16:59:51,-16.50,-14.81,-18.19,137.63,-15.94,-14.81,-11.44,-10.50,28
2024-07-25 16:59:57,-15.19,-16.31,-15.38,127.13,-12.00,-13.88,-15.38,-10.31,29
2024-07-25 17:00:07,-14.44,-14.25,-14.81,125.44,-14.25,-12.19,-12.94,-10.69,30
2024-07-25 17:00:12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31
2024-07-25 17:00:18,-15.38,-12.38,-16.31,114.19,-82.88,-24.94,-15.19,-9.75,32
2024-07-25 17:00:24,-15.38,-14.06,-16.13,104.25,-12.75,-12.75,-11.44,-10.69,33
2024-07-25 17:00:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34
2024-07-25 17:00:35,-15.00,-14.81,-15.38,110.25,-13.69,-15.38,-15.94,-10.31,35
2024-07-25 17:00:42,-13.50,-14.06,-15.94,116.44,-12.00,-13.50,-13.13,-10.13,36
2024-07-25 17:00:48,-13.69,-15.00,-15.00,123.19,-14.81,-17.25,-13.50,-10.69,37
2024-07-25 17:00:57,-14.63,-11.44,-15.94,129.38,-16.13,-12.75,-15.38,-10.13,38
2024-07-25 17:01:02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39
2024-07-25 17:01:08,-15.38,-14.25,-21.38,95.63,-104.44,-23.25,-35.44,-36.56,40
2024-07-25 17:01:14,-15.19,-16.88,-15.00,100.69,-13.88,-12.56,-12.38,-10.50,41
2024-07-25 17:01:19,-15.75,-16.50,-13.88,126.19,-14.44,-14.06,-15.94,-9.75,42
