timestamp,X1,X2,Y1,Y2,D1,D2,Z1,Z2,id
2024-07-26 16:04:05,168.94,167.81,166.50,129.00,104.44,10.31,24.56,27.38,1
2024-07-26 16:06:57,169.31,171.94,164.06,155.81,102.00,9.94,25.50,29.63,2
2024-07-26 16:07:02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3
2024-07-26 16:11:23,173.63,179.25,163.31,108.38,105.00,9.94,24.00,28.31,4
2024-07-26 16:11:38,172.50,177.38,163.69,149.81,104.25,9.56,23.63,27.75,5
2024-07-26 16:11:46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6
2024-07-26 16:12:01,174.00,177.38,164.25,126.94,103.69,9.38,23.63,27.38,7
2024-07-26 16:12:07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8
2024-07-26 16:12:22,173.81,177.00,165.75,113.63,104.44,10.31,24.38,27.38,9
2024-07-26 16:12:27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10
2024-07-26 16:12:43,175.50,173.81,164.63,126.75,104.06,9.00,24.00,26.81,11
2024-07-26 16:12:48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12
2024-07-26 16:13:04,176.81,173.63,165.00,125.06,104.81,10.13,24.19,26.81,13
2024-07-26 16:13:09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14
2024-07-26 16:13:24,176.63,170.44,164.81,129.94,105.38,10.50,24.19,26.44,15
2024-07-26 16:13:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16
2024-07-26 16:13:45,176.81,168.38,163.31,120.94,104.63,11.25,24.00,26.63,17
2024-07-26 16:13:50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18
2024-07-26 16:14:05,176.63,169.50,164.63,119.81,105.19,8.63,25.88,26.63,19
2024-07-26 16:14:11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20
2024-07-26 16:14:27,177.56,169.13,164.44,130.69,105.38,9.56,23.63,26.63,21
